is_tv_subscriber,is_movie_package_subscriber,subscription_age,bill_avg,reamining_contract,service_failure_count,download_avg,upload_avg,download_over_limit,churn
1.0,1.0,3.42,16.0,,0.0,1.7,0.2,0.0,1.0
1.0,1.0,2.14,23.0,,0.0,0.0,0.0,0.0,1.0
0.0,0.0,1.77,0.0,0.0,0.0,0.0,0.0,2.0,1.0
1.0,0.0,2.1,13.0,,0.0,0.0,0.0,0.0,1.0
1.0,0.0,3.37,15.0,0.0,0.0,12.7,1.6,0.0,1.0
0.0,0.0,2.1,23.0,,0.0,0.0,0.0,0.0,1.0
1.0,1.0,7.31,19.0,1.84,1.0,192.4,36.8,0.0,0.0
1.0,0.0,4.96,12.0,0.0,3.0,7.6,0.4,0.0,1.0
0.0,0.0,1.47,0.0,1.15,1.0,0.0,0.0,2.0,1.0
1.0,0.0,7.31,21.0,0.05,0.0,2.0,0.3,0.0,0.0
0.0,0.0,2.44,23.0,,0.0,0.0,0.0,0.0,1.0
0.0,0.0,2.02,24.0,,0.0,0.0,0.0,0.0,1.0
1.0,0.0,3.16,16.0,0.0,0.0,17.2,2.0,0.0,1.0
1.0,0.0,1.87,0.0,0.0,0.0,0.0,0.0,4.0,1.0
1.0,0.0,4.27,16.0,0.0,0.0,16.4,0.6,0.0,1.0
1.0,1.0,4.15,24.0,,0.0,11.3,1.1,2.0,1.0
0.0,0.0,2.32,22.0,,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.99,0.0,,0.0,0.0,0.0,4.0,1.0
0.0,0.0,1.98,22.0,,0.0,0.0,0.0,0.0,1.0
1.0,1.0,2.47,0.0,,0.0,0.0,0.0,1.0,1.0
0.0,0.0,2.16,24.0,,0.0,0.0,0.0,0.0,1.0
1.0,0.0,2.16,18.0,,0.0,0.0,0.0,0.0,1.0
1.0,0.0,8.15,19.0,,0.0,89.1,2.7,0.0,1.0
0.0,0.0,2.64,0.0,,0.0,25.1,1.0,7.0,1.0
1.0,1.0,7.3,14.0,1.66,0.0,10.0,0.4,3.0,0.0
1.0,1.0,7.3,18.0,0.25,3.0,40.4,6.8,0.0,0.0
1.0,0.0,2.22,22.0,,0.0,0.0,0.0,0.0,1.0
1.0,0.0,2.64,21.0,,0.0,12.0,0.8,0.0,1.0
1.0,0.0,5.33,19.0,,0.0,78.3,3.0,0.0,1.0
0.0,0.0,2.89,0.0,,0.0,0.7,0.0,1.0,1.0
0.0,0.0,2.04,16.0,,0.0,0.0,0.0,0.0,1.0
1.0,1.0,2.16,0.0,,0.0,0.0,0.0,0.0,1.0
1.0,0.0,3.84,13.0,0.0,0.0,27.1,2.2,0.0,1.0
1.0,1.0,7.3,17.0,1.77,0.0,113.5,9.3,0.0,0.0
0.0,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,1.38,13.0,,4.0,0.0,0.0,0.0,1.0
0.0,0.0,2.65,0.0,,0.0,0.2,0.0,0.0,1.0
0.0,0.0,4.17,15.0,0.0,0.0,24.2,2.3,0.0,1.0
1.0,0.0,1.95,6.0,0.0,1.0,0.0,0.0,1.0,1.0
0.0,0.0,4.89,24.0,,1.0,45.9,4.0,0.0,1.0
0.0,0.0,0.47,20.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,0.0,0.79,21.0,1.18,0.0,0.0,0.0,0.0,1.0
1.0,0.0,4.53,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,0.0,3.12,21.0,,0.0,22.5,0.9,0.0,1.0
0.0,0.0,5.01,27.0,,0.0,47.3,4.4,0.0,1.0
0.0,0.0,2.49,22.0,,0.0,4.0,0.2,0.0,1.0
1.0,1.0,0.88,0.0,1.09,0.0,0.0,0.0,3.0,1.0
1.0,1.0,2.45,21.0,,0.0,9.6,1.1,0.0,1.0
0.0,0.0,3.61,21.0,,0.0,16.9,0.6,0.0,1.0
1.0,1.0,0.46,11.0,,0.0,0.0,0.0,0.0,1.0
1.0,1.0,2.0,77.0,,0.0,0.0,0.0,5.0,1.0
0.0,0.0,2.02,20.0,,0.0,0.0,0.0,0.0,1.0
0.0,0.0,2.79,20.0,,0.0,3.7,0.2,0.0,1.0
1.0,1.0,7.3,15.0,1.35,0.0,102.5,11.0,0.0,0.0
0.0,0.0,1.98,23.0,,0.0,0.0,0.0,0.0,1.0
1.0,1.0,7.3,12.0,0.35,0.0,33.4,2.4,0.0,0.0
1.0,1.0,2.0,18.0,,0.0,0.0,0.0,0.0,1.0
1.0,0.0,7.3,20.0,0.99,0.0,260.2,11.6,0.0,0.0
0.0,0.0,2.06,22.0,,0.0,0.0,0.0,0.0,1.0
1.0,0.0,7.3,25.0,0.01,0.0,26.6,2.0,0.0,0.0
0.0,0.0,5.39,24.0,,0.0,20.4,7.9,0.0,1.0
1.0,1.0,2.64,24.0,,0.0,0.4,0.0,0.0,1.0
1.0,1.0,2.01,0.0,,0.0,0.0,0.0,4.0,1.0
1.0,1.0,7.3,10.0,1.88,0.0,3.7,0.1,0.0,0.0
1.0,1.0,7.3,13.0,1.5,0.0,81.6,4.6,1.0,0.0
0.0,0.0,2.13,16.0,,0.0,0.0,0.0,1.0,1.0
1.0,1.0,1.31,4.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,0.0,6.44,17.0,0.0,0.0,11.3,0.7,0.0,1.0
0.0,0.0,2.67,23.0,,0.0,24.9,2.2,0.0,1.0
1.0,0.0,4.18,15.0,0.0,1.0,5.8,1.0,0.0,1.0
1.0,0.0,7.3,21.0,0.17,1.0,23.8,1.5,0.0,0.0
1.0,0.0,0.7,21.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,7.3,22.0,,0.0,32.9,1.7,0.0,0.0
0.0,0.0,2.27,23.0,,0.0,0.0,0.0,0.0,1.0
1.0,0.0,2.58,0.0,,0.0,0.0,0.0,4.0,1.0
0.0,0.0,2.33,23.0,,0.0,0.0,0.0,0.0,1.0
1.0,1.0,2.02,0.0,,0.0,0.0,0.0,1.0,1.0
1.0,0.0,5.07,11.0,0.0,4.0,152.7,7.3,0.0,1.0
1.0,1.0,7.3,27.0,1.72,0.0,239.4,14.5,0.0,0.0
1.0,0.0,7.3,21.0,0.45,0.0,7.9,0.8,0.0,0.0
1.0,0.0,1.98,23.0,,1.0,0.0,0.0,2.0,1.0
0.0,0.0,2.21,0.0,,0.0,0.0,0.0,0.0,1.0
0.0,0.0,2.58,23.0,,1.0,24.3,4.0,0.0,1.0
0.0,0.0,0.96,21.0,,0.0,0.0,0.0,0.0,1.0
1.0,1.0,7.29,22.0,0.0,0.0,41.6,3.7,0.0,0.0
1.0,1.0,7.29,28.0,0.07,0.0,97.8,5.7,0.0,0.0
1.0,1.0,7.0,34.0,,0.0,105.0,7.3,0.0,1.0
1.0,0.0,2.17,23.0,,2.0,0.0,0.0,0.0,1.0
1.0,1.0,7.29,17.0,1.68,0.0,54.2,6.2,0.0,0.0
1.0,0.0,4.74,25.0,0.0,0.0,62.0,7.3,0.0,1.0
1.0,0.0,7.29,20.0,1.42,0.0,34.9,2.6,0.0,0.0
0.0,0.0,3.1,24.0,,1.0,12.6,1.5,0.0,1.0
1.0,0.0,2.93,0.0,0.0,0.0,0.7,0.1,1.0,1.0
1.0,1.0,7.29,22.0,0.05,0.0,53.5,2.7,0.0,0.0
1.0,1.0,1.03,21.0,0.94,0.0,0.0,0.0,0.0,1.0
1.0,0.0,7.29,22.0,0.92,0.0,66.5,3.0,0.0,0.0
1.0,1.0,7.29,22.0,1.05,1.0,101.4,4.1,0.0,0.0
1.0,0.0,1.99,23.0,,0.0,0.0,0.0,0.0,1.0
1.0,1.0,3.32,38.0,,4.0,39.9,2.7,0.0,1.0
1.0,1.0,7.29,17.0,1.69,0.0,95.3,5.5,0.0,0.0
1.0,1.0,2.36,21.0,,0.0,0.0,0.0,0.0,1.0
1.0,1.0,3.7,23.0,,0.0,31.5,1.1,0.0,1.0
1.0,0.0,6.84,22.0,0.0,0.0,163.3,20.5,0.0,1.0
1.0,1.0,2.42,23.0,,0.0,0.0,0.0,0.0,1.0
1.0,1.0,7.79,29.0,,0.0,68.5,7.9,0.0,1.0
0.0,0.0,0.57,19.0,1.4,0.0,0.0,0.0,0.0,1.0
1.0,1.0,2.51,23.0,,0.0,46.7,6.9,0.0,1.0
1.0,0.0,4.91,40.0,,0.0,164.6,36.0,0.0,1.0
0.0,0.0,2.84,23.0,,0.0,23.8,0.9,0.0,1.0
1.0,0.0,5.55,20.0,,0.0,34.7,1.7,0.0,1.0
1.0,0.0,4.14,24.0,,0.0,8.6,0.9,0.0,1.0
1.0,0.0,2.94,23.0,,0.0,13.9,0.9,2.0,1.0
1.0,0.0,7.29,13.0,1.57,1.0,28.6,1.8,0.0,0.0
1.0,0.0,4.82,32.0,,0.0,13.5,0.7,0.0,1.0
0.0,0.0,0.85,0.0,1.12,1.0,0.0,0.0,1.0,1.0
1.0,0.0,3.76,0.0,,0.0,1.1,0.2,5.0,1.0
1.0,0.0,7.29,22.0,1.03,0.0,54.3,2.3,0.0,0.0
0.0,0.0,1.34,23.0,0.07,1.0,0.0,0.0,0.0,1.0
0.0,0.0,2.02,20.0,,0.0,0.0,0.0,0.0,1.0
0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,2.81,0.0,0.0,0.0,3.8,0.5,2.0,1.0
1.0,0.0,2.16,23.0,,0.0,0.0,0.0,0.0,1.0
1.0,1.0,1.0,23.0,0.97,0.0,0.0,0.0,0.0,1.0
1.0,0.0,4.41,10.0,,0.0,3.6,0.8,5.0,1.0
1.0,0.0,2.79,22.0,,0.0,9.2,0.5,0.0,1.0
0.0,0.0,0.68,18.0,1.29,1.0,0.0,0.0,0.0,1.0
1.0,1.0,3.84,0.0,,0.0,11.2,1.6,0.0,1.0
0.0,0.0,1.82,15.0,,0.0,0.0,0.0,0.0,1.0
0.0,0.0,1.96,22.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,3.23,38.0,,0.0,28.6,3.0,0.0,1.0
1.0,1.0,1.23,0.0,,1.0,0.0,0.0,3.0,1.0
1.0,1.0,2.21,17.0,,0.0,0.0,0.0,0.0,1.0
0.0,0.0,3.01,24.0,,1.0,7.9,0.5,0.0,1.0
0.0,0.0,0.5,20.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,0.0,0.97,0.0,1.0,1.0,0.0,0.0,6.0,1.0
1.0,1.0,2.01,23.0,,0.0,0.0,0.0,0.0,1.0
1.0,0.0,4.98,25.0,0.0,0.0,83.0,5.8,0.0,1.0
0.0,0.0,0.93,0.0,1.04,0.0,0.0,0.0,2.0,1.0
1.0,0.0,1.22,0.0,,0.0,0.0,0.0,7.0,1.0
1.0,0.0,1.97,0.0,,0.0,0.0,0.0,0.0,1.0
1.0,0.0,7.08,22.0,0.0,0.0,78.4,7.6,0.0,1.0
1.0,1.0,7.29,16.0,1.84,0.0,183.2,12.1,0.0,0.0
0.0,0.0,1.98,22.0,,0.0,0.0,0.0,0.0,1.0
0.0,0.0,2.07,22.0,,0.0,0.0,0.0,0.0,1.0
1.0,1.0,7.29,22.0,1.1,0.0,26.2,1.3,0.0,0.0
1.0,1.0,3.14,16.0,,0.0,17.8,1.4,0.0,1.0
0.0,0.0,1.98,20.0,,0.0,0.0,0.0,0.0,1.0
0.0,0.0,2.49,0.0,,0.0,0.7,0.1,2.0,1.0
0.0,0.0,2.71,22.0,,1.0,5.6,0.4,0.0,1.0
1.0,0.0,7.63,22.0,,0.0,23.7,2.2,0.0,1.0
1.0,1.0,7.28,21.0,0.24,0.0,59.5,3.9,0.0,0.0
1.0,1.0,7.28,15.0,1.11,1.0,16.0,1.5,0.0,0.0
1.0,0.0,2.0,23.0,,0.0,0.0,0.0,0.0,1.0
0.0,0.0,1.98,39.0,,0.0,0.0,0.0,0.0,1.0
0.0,0.0,1.98,0.0,,0.0,0.0,0.0,7.0,1.0
0.0,0.0,0.88,22.0,,0.0,0.0,0.0,0.0,1.0
1.0,0.0,7.28,14.0,1.94,0.0,110.6,6.3,0.0,0.0
0.0,0.0,0.9,26.0,,0.0,0.0,0.0,0.0,1.0
1.0,0.0,5.98,35.0,0.0,0.0,341.0,20.4,0.0,1.0
0.0,0.0,2.12,22.0,,0.0,0.0,0.0,0.0,1.0
0.0,0.0,2.08,23.0,,0.0,0.0,0.0,0.0,1.0
1.0,0.0,7.28,21.0,0.5,0.0,13.7,1.1,0.0,0.0
1.0,1.0,2.75,0.0,,0.0,0.6,0.2,0.0,1.0
0.0,0.0,1.53,6.0,0.03,0.0,0.0,0.0,2.0,1.0
1.0,1.0,7.28,15.0,1.22,0.0,75.1,4.6,0.0,0.0
1.0,1.0,2.88,22.0,,0.0,18.4,1.1,0.0,1.0
0.0,0.0,0.51,20.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,0.0,7.28,20.0,0.85,0.0,70.6,6.2,0.0,0.0
0.0,0.0,7.28,25.0,0.12,0.0,91.1,4.5,0.0,0.0
0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,0.0,2.14,22.0,,0.0,0.0,0.0,0.0,1.0
1.0,1.0,7.28,19.0,1.36,0.0,36.1,1.9,0.0,0.0
1.0,0.0,5.93,28.0,0.0,0.0,16.0,2.5,0.0,1.0
0.0,0.0,4.65,24.0,,0.0,4.5,0.5,0.0,1.0
0.0,0.0,2.0,24.0,,0.0,0.0,0.0,0.0,1.0
1.0,1.0,7.28,10.0,1.27,0.0,42.6,1.8,0.0,0.0
1.0,0.0,2.85,21.0,,0.0,8.0,0.6,0.0,1.0
0.0,0.0,1.49,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,1.07,0.0,,1.0,0.0,0.0,4.0,1.0
1.0,1.0,0.42,0.0,,0.0,0.0,0.0,1.0,1.0
1.0,1.0,3.97,24.0,,0.0,2.8,0.2,0.0,1.0
1.0,0.0,6.07,17.0,0.0,0.0,14.1,0.8,0.0,1.0
0.0,0.0,3.81,0.0,,4.0,18.6,1.0,3.0,1.0
0.0,0.0,2.02,21.0,,0.0,0.0,0.0,0.0,1.0
1.0,1.0,2.89,23.0,,0.0,6.4,0.4,0.0,1.0
1.0,1.0,7.28,22.0,0.06,0.0,53.7,1.4,0.0,0.0
0.0,0.0,1.26,21.0,0.01,0.0,0.0,0.0,0.0,1.0
1.0,0.0,1.97,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,2.31,0.0,,1.0,0.0,0.0,6.0,1.0
0.0,0.0,2.98,23.0,,0.0,29.2,2.2,0.0,1.0
1.0,1.0,7.28,20.0,1.66,2.0,58.0,2.3,0.0,0.0
0.0,0.0,2.04,22.0,,3.0,0.0,0.0,0.0,1.0
1.0,0.0,4.22,16.0,0.0,4.0,12.4,0.9,0.0,1.0
1.0,0.0,7.28,21.0,0.42,0.0,87.7,1.8,0.0,0.0
0.0,0.0,0.88,22.0,1.09,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.96,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,1.29,0.0,0.0,0.0,0.0,0.0,1.0,1.0
1.0,0.0,3.17,20.0,,1.0,3.0,0.2,0.0,1.0
0.0,0.0,1.98,23.0,,0.0,0.0,0.0,0.0,1.0
1.0,0.0,1.98,18.0,,0.0,0.0,0.0,3.0,1.0
1.0,0.0,7.28,16.0,1.9,0.0,5.3,0.3,0.0,0.0
1.0,0.0,4.12,24.0,,0.0,37.9,1.9,0.0,1.0
1.0,0.0,5.68,13.0,0.0,0.0,17.4,0.9,0.0,1.0
1.0,0.0,4.83,21.0,,0.0,29.9,2.0,0.0,1.0
1.0,1.0,7.28,24.0,1.09,1.0,43.0,2.7,0.0,0.0
1.0,0.0,4.22,13.0,,0.0,11.2,0.6,7.0,1.0
1.0,1.0,0.65,56.0,1.32,1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.74,0.0,1.24,1.0,0.3,0.0,7.0,1.0
0.0,0.0,0.96,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,1.0,7.28,15.0,1.48,0.0,100.9,13.3,4.0,0.0
1.0,1.0,7.28,20.0,0.09,0.0,191.3,17.5,0.0,0.0
1.0,1.0,2.13,22.0,,0.0,0.0,0.0,0.0,1.0
1.0,1.0,1.98,23.0,,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.92,21.0,1.67,0.0,0.0,0.0,0.0,1.0
0.0,0.0,7.27,33.0,,1.0,40.0,5.6,0.0,0.0
1.0,0.0,0.59,14.0,,0.0,0.0,0.0,0.0,1.0
1.0,0.0,2.71,20.0,0.0,0.0,6.3,0.3,0.0,1.0
1.0,0.0,7.27,20.0,1.63,0.0,15.7,1.4,0.0,0.0
0.0,0.0,1.61,21.0,,0.0,0.0,0.0,0.0,1.0
0.0,0.0,1.53,0.0,0.01,0.0,0.0,0.0,6.0,1.0
1.0,0.0,2.61,21.0,,1.0,7.0,0.4,0.0,1.0
1.0,0.0,2.06,21.0,,0.0,0.0,0.0,0.0,1.0
1.0,0.0,7.64,20.0,1.59,0.0,36.4,1.7,0.0,1.0
1.0,0.0,6.01,18.0,0.5,1.0,63.8,4.9,0.0,1.0
1.0,1.0,4.37,18.0,0.0,0.0,29.8,5.3,0.0,1.0
0.0,0.0,1.02,0.0,,3.0,0.0,0.0,6.0,1.0
1.0,0.0,2.78,22.0,,0.0,8.9,0.8,0.0,1.0
1.0,1.0,2.07,0.0,,0.0,0.0,0.0,1.0,1.0
1.0,1.0,7.27,16.0,1.77,1.0,44.9,5.4,0.0,0.0
1.0,0.0,3.65,23.0,,0.0,84.3,5.5,0.0,1.0
0.0,0.0,1.29,42.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,1.0,2.36,0.0,,0.0,0.0,0.0,5.0,1.0
0.0,0.0,1.12,22.0,0.0,2.0,0.0,0.0,0.0,1.0
1.0,1.0,2.3,0.0,,0.0,0.0,0.0,0.0,1.0
0.0,0.0,1.24,5.0,0.05,0.0,0.0,0.0,0.0,1.0
0.0,0.0,1.25,20.0,,0.0,0.0,0.0,0.0,1.0
1.0,0.0,7.27,12.0,0.93,0.0,17.2,1.7,0.0,0.0
1.0,1.0,5.98,26.0,,0.0,75.0,4.8,0.0,1.0
1.0,0.0,1.2,22.0,0.03,0.0,0.0,0.0,0.0,1.0
0.0,0.0,1.28,0.0,0.0,0.0,0.0,0.0,7.0,1.0
0.0,0.0,2.57,23.0,,1.0,5.3,1.2,0.0,1.0
0.0,0.0,2.09,13.0,,0.0,0.0,0.0,0.0,1.0
1.0,1.0,2.06,23.0,,0.0,0.0,0.0,0.0,1.0
1.0,1.0,7.27,26.0,0.38,0.0,45.5,2.4,0.0,0.0
0.0,0.0,2.43,0.0,,0.0,1.1,0.3,6.0,1.0
1.0,0.0,4.95,30.0,,0.0,0.0,0.0,0.0,1.0
1.0,1.0,7.27,21.0,0.15,0.0,41.3,2.2,0.0,0.0
0.0,0.0,0.42,0.0,,0.0,0.0,0.0,0.0,1.0
1.0,1.0,2.7,0.0,,0.0,0.0,0.0,0.0,1.0
0.0,0.0,2.16,20.0,,0.0,0.0,0.0,0.0,1.0
1.0,1.0,7.27,16.0,1.55,1.0,55.8,2.4,1.0,0.0
0.0,0.0,4.8,24.0,,1.0,20.2,2.8,0.0,1.0
1.0,1.0,2.95,16.0,0.0,0.0,47.2,6.0,0.0,1.0
0.0,0.0,7.27,24.0,,0.0,4.1,0.9,0.0,0.0
1.0,1.0,7.27,15.0,1.44,0.0,74.1,14.3,0.0,0.0
0.0,0.0,3.39,21.0,,0.0,4.6,0.5,0.0,1.0
1.0,0.0,4.35,10.0,,0.0,1.7,0.1,6.0,1.0
1.0,0.0,7.27,21.0,0.25,0.0,146.3,6.3,0.0,0.0
1.0,0.0,5.23,24.0,,0.0,8.4,0.4,0.0,1.0
0.0,0.0,1.14,23.0,0.0,2.0,0.0,0.0,0.0,1.0
0.0,0.0,2.34,17.0,,4.0,0.0,0.0,0.0,1.0
1.0,1.0,4.4,21.0,0.0,0.0,25.4,2.3,0.0,1.0
1.0,0.0,1.09,0.0,,1.0,0.0,0.0,5.0,1.0
1.0,1.0,7.27,25.0,0.21,0.0,12.8,1.0,0.0,0.0
1.0,1.0,1.15,23.0,0.0,1.0,0.0,0.0,0.0,1.0
0.0,0.0,2.2,0.0,,0.0,0.0,0.0,7.0,1.0
0.0,0.0,0.61,22.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,0.0,7.27,19.0,1.88,0.0,61.4,5.9,0.0,0.0
0.0,0.0,2.05,0.0,,1.0,0.0,0.0,3.0,1.0
1.0,1.0,0.82,19.0,0.0,3.0,0.0,0.0,0.0,1.0
1.0,1.0,2.89,23.0,,2.0,3.6,0.2,0.0,1.0
1.0,1.0,1.98,0.0,,0.0,0.0,0.0,0.0,1.0
1.0,1.0,1.98,0.0,,1.0,0.0,0.0,6.0,1.0
1.0,1.0,1.97,23.0,0.0,1.0,0.0,0.0,0.0,1.0
1.0,1.0,1.98,0.0,,0.0,0.0,0.0,3.0,1.0
1.0,0.0,3.35,18.0,,2.0,97.1,21.4,0.0,1.0
1.0,0.0,7.27,12.0,1.02,0.0,113.5,6.7,0.0,0.0
1.0,1.0,7.01,20.0,,0.0,153.0,15.4,0.0,1.0
1.0,1.0,1.13,23.0,1.45,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.78,75.0,,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.56,22.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,0.0,2.57,0.0,,0.0,3.2,0.4,6.0,1.0
1.0,0.0,5.07,12.0,0.0,0.0,36.0,2.1,0.0,1.0
1.0,1.0,4.58,25.0,,0.0,22.8,1.5,0.0,1.0
1.0,0.0,2.36,22.0,,1.0,0.0,0.0,0.0,1.0
1.0,0.0,4.9,23.0,0.0,9.0,8.8,0.5,0.0,1.0
1.0,0.0,5.57,9.0,0.0,0.0,36.5,2.1,0.0,1.0
1.0,1.0,2.14,23.0,,1.0,0.0,0.0,0.0,1.0
1.0,0.0,2.97,23.0,,0.0,21.7,1.6,0.0,1.0
1.0,0.0,3.0,21.0,,0.0,24.5,2.6,0.0,1.0
1.0,1.0,7.27,22.0,0.02,0.0,29.6,4.6,0.0,0.0
1.0,0.0,2.88,54.0,,2.0,75.8,6.4,0.0,1.0
1.0,0.0,2.87,0.0,,0.0,2.4,0.1,7.0,1.0
1.0,1.0,7.26,21.0,0.2,0.0,28.8,2.2,0.0,0.0
1.0,1.0,7.26,15.0,1.22,0.0,28.1,1.1,0.0,0.0
1.0,1.0,0.99,0.0,,0.0,0.0,0.0,6.0,1.0
1.0,0.0,6.28,17.0,0.0,0.0,13.8,1.3,0.0,1.0
1.0,0.0,2.55,23.0,,2.0,15.5,1.9,0.0,1.0
1.0,1.0,0.88,14.0,,0.0,0.0,0.0,0.0,1.0
1.0,0.0,3.18,0.0,,3.0,2.5,0.5,7.0,1.0
1.0,1.0,2.58,21.0,,2.0,16.4,1.3,0.0,1.0
0.0,0.0,3.65,20.0,,0.0,13.1,1.3,0.0,1.0
1.0,0.0,5.39,25.0,0.0,0.0,21.4,1.8,0.0,1.0
1.0,0.0,1.14,23.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,2.91,21.0,,0.0,31.1,1.6,0.0,1.0
1.0,1.0,7.26,10.0,1.42,1.0,6.7,0.6,0.0,0.0
1.0,0.0,2.4,20.0,,0.0,0.0,0.0,0.0,1.0
1.0,1.0,1.98,20.0,,2.0,0.0,0.0,0.0,1.0
1.0,0.0,0.84,0.0,,0.0,0.0,0.0,0.0,1.0
1.0,1.0,7.26,24.0,1.97,0.0,91.9,7.3,0.0,0.0
0.0,0.0,2.15,20.0,,0.0,0.0,0.0,0.0,1.0
1.0,0.0,3.15,20.0,,0.0,14.2,1.5,0.0,1.0
0.0,0.0,1.26,14.0,0.03,0.0,0.0,0.0,0.0,1.0
0.0,0.0,3.13,24.0,,0.0,6.5,2.0,0.0,1.0
0.0,0.0,1.92,18.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,1.0,7.26,25.0,0.13,0.0,76.7,3.1,0.0,0.0
1.0,1.0,7.26,23.0,1.76,0.0,158.7,18.7,0.0,0.0
1.0,1.0,7.26,10.0,1.25,1.0,60.6,4.1,0.0,0.0
1.0,1.0,4.01,24.0,,0.0,14.7,1.0,0.0,1.0
1.0,1.0,7.26,21.0,1.89,0.0,9.4,0.4,0.0,0.0
0.0,0.0,2.05,0.0,,0.0,0.0,0.0,4.0,1.0
1.0,0.0,4.77,24.0,,2.0,33.0,1.8,0.0,1.0
1.0,1.0,2.34,21.0,,0.0,0.0,0.0,0.0,1.0
0.0,0.0,6.27,21.0,0.0,0.0,6.7,0.3,0.0,1.0
0.0,0.0,1.17,21.0,0.02,0.0,0.0,0.0,0.0,1.0
0.0,0.0,2.09,0.0,,0.0,0.0,0.0,2.0,1.0
0.0,0.0,4.39,24.0,,0.0,6.8,0.3,0.0,1.0
0.0,0.0,2.54,0.0,,0.0,6.3,0.4,7.0,1.0
0.0,0.0,2.06,17.0,,0.0,0.0,0.0,0.0,1.0
1.0,0.0,2.57,21.0,,1.0,8.7,1.2,0.0,1.0
0.0,0.0,4.48,8.0,,0.0,29.7,3.2,0.0,1.0
1.0,1.0,7.25,16.0,1.84,0.0,45.3,2.0,0.0,0.0
1.0,0.0,2.94,0.0,,0.0,3.4,0.4,3.0,1.0
0.0,0.0,1.09,22.0,0.88,2.0,0.0,0.0,0.0,1.0
1.0,1.0,6.77,21.0,0.0,1.0,59.4,5.4,0.0,1.0
1.0,0.0,1.44,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.0,0.0,2.48,30.0,,0.0,55.4,2.7,0.0,1.0
1.0,1.0,7.25,22.0,1.94,0.0,36.2,2.4,0.0,0.0
1.0,1.0,3.25,13.0,0.0,0.0,67.5,6.4,0.0,1.0
1.0,0.0,2.07,0.0,,0.0,0.0,0.0,6.0,1.0
0.0,0.0,2.15,20.0,,0.0,0.0,0.0,0.0,1.0
1.0,0.0,7.25,21.0,0.33,1.0,45.3,7.1,0.0,0.0
0.0,0.0,3.17,36.0,,0.0,76.2,4.8,0.0,1.0
0.0,0.0,2.61,18.0,,0.0,18.1,2.7,0.0,1.0
0.0,0.0,1.27,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,2.39,0.0,,0.0,0.0,0.0,7.0,1.0
0.0,0.0,3.13,0.0,,1.0,3.5,0.7,6.0,1.0
0.0,0.0,3.44,0.0,,0.0,0.0,0.0,0.0,1.0
0.0,0.0,2.01,22.0,,0.0,0.0,0.0,0.0,1.0
1.0,1.0,3.26,52.0,,0.0,4.6,0.3,0.0,1.0
0.0,0.0,3.13,23.0,,1.0,18.4,1.4,0.0,1.0
1.0,0.0,4.26,13.0,,2.0,4.2,0.4,6.0,1.0
1.0,1.0,3.03,0.0,,0.0,0.0,0.0,0.0,1.0
1.0,0.0,7.25,22.0,,1.0,64.7,4.6,0.0,0.0
1.0,0.0,2.72,0.0,,0.0,3.7,0.3,7.0,1.0
1.0,1.0,2.37,22.0,,1.0,0.0,0.0,0.0,1.0
1.0,1.0,1.97,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,1.0,8.01,0.0,,0.0,0.0,0.0,0.0,1.0
1.0,1.0,1.3,23.0,,0.0,0.0,0.0,0.0,1.0
1.0,0.0,3.78,0.0,,0.0,16.6,1.8,2.0,1.0
1.0,1.0,2.14,24.0,,0.0,0.0,0.0,0.0,1.0
1.0,0.0,5.52,32.0,,1.0,55.3,4.8,0.0,1.0
1.0,1.0,1.46,23.0,,1.0,0.0,0.0,0.0,1.0
